Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/fleet/summary,485,76,3,325.254110104318,1.0204000282101333,2085.5624999967404,201.07422680412373,34.67117673413582,5.433009137720252,3,4,5,6,2100,2100,2100,2100,2100,2100,2100
GET,/metrics,163,24,4,306.73053558091664,1.6083999653346837,2082.018400018569,6173.576687116564,11.652374861163173,1.715687096122185,4,4,5,7,2100,2100,2100,2100,2100,2100,2100
,Aggregated,648,100,3,320.5946307103142,1.0204000282101333,2085.5624999967404,1703.4166666666667,46.323551595298994,7.148696233842437,3,4,5,6,2100,2100,2100,2100,2100,2100,2100
